product_name,brand_slug,category_slug,subcategory,gender,store_slug,price,original_price,availability,product_url,image_url
Amazon Oversized Denim Jacket,amazon,clothing,Shirts,unisex,amazon,1365,2100,IN STOCK,https://www.amazon.com/p/amazon-9-oversized-denim-jacket,https://picsum.photos/seed/amazon-9-oversized-denim-jacket/600/600
Amazon Tailored Knit Sweater,amazon,clothing,Sweaters,women,amazon,1300,2600,IN STOCK,https://www.amazon.com/p/amazon-10-tailored-knit-sweater,https://picsum.photos/seed/amazon-10-tailored-knit-sweater/600/600
Amazon Classic Trench Coat,amazon,clothing,Dresses,men,amazon,520,800,IN STOCK,https://www.amazon.com/p/amazon-11-classic-trench-coat,https://picsum.photos/seed/amazon-11-classic-trench-coat/600/600
Amazon Relaxed Midi Dress,amazon,clothing,Jackets,unisex,amazon,2400,3200,IN STOCK,https://www.amazon.com/p/amazon-12-relaxed-midi-dress,https://picsum.photos/seed/amazon-12-relaxed-midi-dress/600/600
Amazon Slim Fit Blazer,amazon,clothing,Jeans,women,amazon,455,700,LOW STOCK,https://www.amazon.com/p/amazon-13-slim-fit-blazer,https://picsum.photos/seed/amazon-13-slim-fit-blazer/600/600
Amazon Oversized Shirt Dress,amazon,clothing,Shirts,men,amazon,2400,3000,LOW STOCK,https://www.amazon.com/p/amazon-14-oversized-shirt-dress,https://picsum.photos/seed/amazon-14-oversized-shirt-dress/600/600
Amazon Tailored Denim Jacket,amazon,clothing,Sweaters,unisex,amazon,489,700,IN STOCK,https://www.amazon.com/p/amazon-15-tailored-denim-jacket,https://picsum.photos/seed/amazon-15-tailored-denim-jacket/600/600
Amazon Classic Knit Sweater,amazon,clothing,Dresses,women,amazon,450,900,IN STOCK,https://www.amazon.com/p/amazon-16-classic-knit-sweater,https://picsum.photos/seed/amazon-16-classic-knit-sweater/600/600
Amazon Relaxed Trench Coat,amazon,clothing,Jackets,men,amazon,1485,2700,LOW STOCK,https://www.amazon.com/p/amazon-17-relaxed-trench-coat,https://picsum.photos/seed/amazon-17-relaxed-trench-coat/600/600
Amazon Slim Fit Midi Dress,amazon,clothing,Jeans,unisex,amazon,1125,1500,IN STOCK,https://www.amazon.com/p/amazon-18-slim-fit-midi-dress,https://picsum.photos/seed/amazon-18-slim-fit-midi-dress/600/600
Amazon Oversized Blazer,amazon,clothing,Shirts,women,amazon,2310,3300,LOW STOCK,https://www.amazon.com/p/amazon-19-oversized-blazer,https://picsum.photos/seed/amazon-19-oversized-blazer/600/600
Amazon Tailored Shirt Dress,amazon,clothing,Sweaters,men,amazon,715,1100,IN STOCK,https://www.amazon.com/p/amazon-20-tailored-shirt-dress,https://picsum.photos/seed/amazon-20-tailored-shirt-dress/600/600
Puma Air Runner,puma,sneakers,Sneakers,men,puma-store,1755,2700,IN STOCK,https://www.puma.com/p/puma-1-air-runner,https://picsum.photos/seed/puma-1-air-runner/600/600
Puma Ultra Trainer,puma,sneakers,Running Shoes,women,puma-store,3709,5300,IN STOCK,https://www.puma.com/p/puma-2-ultra-trainer,https://picsum.photos/seed/puma-2-ultra-trainer/600/600
Puma Pro Sneaker,puma,sneakers,Training Shoes,unisex,puma-store,3825,5100,IN STOCK,https://www.puma.com/p/puma-3-pro-sneaker,https://picsum.photos/seed/puma-3-pro-sneaker/600/600
Puma React Basketball Shoe,puma,sneakers,Basketball Shoes,men,puma-store,6460,7600,OUT OF STOCK,https://www.puma.com/p/puma-4-react-basketball-shoe,https://picsum.photos/seed/puma-4-react-basketball-shoe/600/600
Puma Flex Court Shoe,puma,sneakers,Lifestyle Sneakers,women,puma-store,1105,1300,IN STOCK,https://www.puma.com/p/puma-5-flex-court-shoe,https://picsum.photos/seed/puma-5-flex-court-shoe/600/600
Puma Boost Runner,puma,sneakers,Sneakers,unisex,puma-store,3570,5100,IN STOCK,https://www.puma.com/p/puma-6-boost-runner,https://picsum.photos/seed/puma-6-boost-runner/600/600
Puma Prime Trainer,puma,sneakers,Running Shoes,men,puma-store,1500,3000,IN STOCK,https://www.puma.com/p/puma-7-prime-trainer,https://picsum.photos/seed/puma-7-prime-trainer/600/600
Puma Air Sneaker,puma,sneakers,Training Shoes,women,puma-store,4235,7700,IN STOCK,https://www.puma.com/p/puma-8-air-sneaker,https://picsum.photos/seed/puma-8-air-sneaker/600/600
Puma Ultra Basketball Shoe,puma,sneakers,Basketball Shoes,unisex,puma-store,3025,5500,OUT OF STOCK,https://www.puma.com/p/puma-9-ultra-basketball-shoe,https://picsum.photos/seed/puma-9-ultra-basketball-shoe/600/600
Puma Pro Court Shoe,puma,sneakers,Lifestyle Sneakers,men,puma-store,2450,3500,OUT OF STOCK,https://www.puma.com/p/puma-10-pro-court-shoe,https://picsum.photos/seed/puma-10-pro-court-shoe/600/600
Puma React Runner,puma,sneakers,Sneakers,women,puma-store,2660,3800,LOW STOCK,https://www.puma.com/p/puma-11-react-runner,https://picsum.photos/seed/puma-11-react-runner/600/600
Puma Flex Trainer,puma,sneakers,Running Shoes,unisex,puma-store,5100,6800,IN STOCK,https://www.puma.com/p/puma-12-flex-trainer,https://picsum.photos/seed/puma-12-flex-trainer/600/600
Puma Boost Sneaker,puma,sneakers,Training Shoes,men,puma-store,3230,3800,LOW STOCK,https://www.puma.com/p/puma-13-boost-sneaker,https://picsum.photos/seed/puma-13-boost-sneaker/600/600
Puma Prime Basketball Shoe,puma,sneakers,Basketball Shoes,women,puma-store,880,1100,IN STOCK,https://www.puma.com/p/puma-14-prime-basketball-shoe,https://picsum.photos/seed/puma-14-prime-basketball-shoe/600/600
Puma Air Court Shoe,puma,sneakers,Lifestyle Sneakers,unisex,puma-store,5330,8200,IN STOCK,https://www.puma.com/p/puma-15-air-court-shoe,https://picsum.photos/seed/puma-15-air-court-shoe/600/600
Puma Ultra Runner,puma,sneakers,Sneakers,men,puma-store,1200,1500,IN STOCK,https://www.puma.com/p/puma-16-ultra-runner,https://picsum.photos/seed/puma-16-ultra-runner/600/600
Puma Pro Trainer,puma,sneakers,Running Shoes,women,puma-store,2665,4100,IN STOCK,https://www.puma.com/p/puma-17-pro-trainer,https://picsum.photos/seed/puma-17-pro-trainer/600/600
Puma React Sneaker,puma,sneakers,Training Shoes,unisex,puma-store,4355,6700,IN STOCK,https://www.puma.com/p/puma-18-react-sneaker,https://picsum.photos/seed/puma-18-react-sneaker/600/600
Puma Flex Basketball Shoe,puma,sneakers,Basketball Shoes,men,puma-store,1875,2500,IN STOCK,https://www.puma.com/p/puma-19-flex-basketball-shoe,https://picsum.photos/seed/puma-19-flex-basketball-shoe/600/600
Puma Boost Court Shoe,puma,sneakers,Lifestyle Sneakers,women,puma-store,650,1000,IN STOCK,https://www.puma.com/p/puma-20-boost-court-shoe,https://picsum.photos/seed/puma-20-boost-court-shoe/600/600
Levis Slim Fit Denim Jeans,levis,mens-clothing,Shirts,men,levis-store,2220,3700,IN STOCK,https://www.levi.com/p/levis-1-slim-fit-denim-jeans,https://picsum.photos/seed/levis-1-slim-fit-denim-jeans/600/600
Levis Classic Oxford Shirt,levis,mens-clothing,Jeans,men,levis-store,5785,8900,IN STOCK,https://www.levi.com/p/levis-2-classic-oxford-shirt,https://picsum.photos/seed/levis-2-classic-oxford-shirt/600/600
Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,levis-store,2125,2500,IN STOCK,https://www.levi.com/p/levis-3-relaxed-chino-trousers,https://picsum.photos/seed/levis-3-relaxed-chino-trousers/600/600
Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,levis-store,850,1700,IN STOCK,https://www.levi.com/p/levis-4-tailored-bomber-jacket,https://picsum.photos/seed/levis-4-tailored-bomber-jacket/600/600
Levis Slim Fit Denim Jeans,levis,mens-clothing,Shirts,men,levis-store,4480,6400,IN STOCK,https://www.levi.com/p/levis-5-slim-fit-denim-jeans,https://picsum.photos/seed/levis-5-slim-fit-denim-jeans/600/600
Levis Classic Oxford Shirt,levis,mens-clothing,Jeans,men,levis-store,6290,7400,IN STOCK,https://www.levi.com/p/levis-6-classic-oxford-shirt,https://picsum.photos/seed/levis-6-classic-oxford-shirt/600/600
Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,levis-store,6160,7700,IN STOCK,https://www.levi.com/p/levis-7-relaxed-chino-trousers,https://picsum.photos/seed/levis-7-relaxed-chino-trousers/600/600
Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,levis-store,4930,5800,IN STOCK,https://www.levi.com/p/levis-8-tailored-bomber-jacket,https://picsum.photos/seed/levis-8-tailored-bomber-jacket/600/600
Levis Slim Fit Denim Jeans,levis,mens-clothing,Shirts,men,levis-store,2275,3500,IN STOCK,https://www.levi.com/p/levis-9-slim-fit-denim-jeans,https://picsum.photos/seed/levis-9-slim-fit-denim-jeans/600/600
Levis Classic Oxford Shirt,levis,mens-clothing,Jeans,men,levis-store,1275,1700,IN STOCK,https://www.levi.com/p/levis-10-classic-oxford-shirt,https://picsum.photos/seed/levis-10-classic-oxford-shirt/600/600
Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,levis-store,3795,6900,IN STOCK,https://www.levi.com/p/levis-11-relaxed-chino-trousers,https://picsum.photos/seed/levis-11-relaxed-chino-trousers/600/600
Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,levis-store,3450,6900,IN STOCK,https://www.levi.com/p/levis-12-tailored-bomber-jacket,https://picsum.photos/seed/levis-12-tailored-bomber-jacket/600/600
Levis Slim Fit Denim Jeans,levis,mens-clothing,Shirts,men,levis-store,5175,6900,IN STOCK,https://www.levi.com/p/levis-13-slim-fit-denim-jeans,https://picsum.photos/seed/levis-13-slim-fit-denim-jeans/600/600
Levis Classic Oxford Shirt,levis,mens-clothing,Jeans,men,levis-store,4290,7800,IN STOCK,https://www.levi.com/p/levis-14-classic-oxford-shirt,https://picsum.photos/seed/levis-14-classic-oxford-shirt/600/600
Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,levis-store,5775,7700,LOW STOCK,https://www.levi.com/p/levis-15-relaxed-chino-trousers,https://picsum.photos/seed/levis-15-relaxed-chino-trousers/600/600
Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,levis-store,6120,7200,LOW STOCK,https://www.levi.com/p/levis-16-tailored-bomber-jacket,https://picsum.photos/seed/levis-16-tailored-bomber-jacket/600/600
Levis Slim Fit Denim Jeans,levis,mens-clothing,Shirts,men,levis-store,4059,5800,IN STOCK,https://www.levi.com/p/levis-17-slim-fit-denim-jeans,https://picsum.photos/seed/levis-17-slim-fit-denim-jeans/600/600
Levis Classic Oxford Shirt,levis,mens-clothing,Jeans,men,levis-store,975,1300,IN STOCK,https://www.levi.com/p/levis-18-classic-oxford-shirt,https://picsum.photos/seed/levis-18-classic-oxford-shirt/600/600
Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,levis-store,7120,8900,IN STOCK,https://www.levi.com/p/levis-19-relaxed-chino-trousers,https://picsum.photos/seed/levis-19-relaxed-chino-trousers/600/600
Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,levis-store,3995,4700,IN STOCK,https://www.levi.com/p/levis-20-tailored-bomber-jacket,https://picsum.photos/seed/levis-20-tailored-bomber-jacket/600/600
Calvin Klein Classic Blazer,calvin-klein,clothing,Dresses,women,calvin-klein-store,4270,6100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-1-classic-blazer,https://picsum.photos/seed/calvin-klein-1-classic-blazer/600/600
Calvin Klein Relaxed Shirt Dress,calvin-klein,clothing,Jackets,men,calvin-klein-store,500,1000,IN STOCK,https://www.calvinklein.com/p/calvin-klein-2-relaxed-shirt-dress,https://picsum.photos/seed/calvin-klein-2-relaxed-shirt-dress/600/600
Calvin Klein Slim Fit Denim Jacket,calvin-klein,clothing,Jeans,unisex,calvin-klein-store,5680,7100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-3-slim-fit-denim-jacket,https://picsum.photos/seed/calvin-klein-3-slim-fit-denim-jacket/600/600
Calvin Klein Oversized Knit Sweater,calvin-klein,clothing,Shirts,women,calvin-klein-store,750,1500,IN STOCK,https://www.calvinklein.com/p/calvin-klein-4-oversized-knit-sweater,https://picsum.photos/seed/calvin-klein-4-oversized-knit-sweater/600/600
Calvin Klein Tailored Trench Coat,calvin-klein,clothing,Sweaters,men,calvin-klein-store,1040,1600,IN STOCK,https://www.calvinklein.com/p/calvin-klein-5-tailored-trench-coat,https://picsum.photos/seed/calvin-klein-5-tailored-trench-coat/600/600
Calvin Klein Classic Midi Dress,calvin-klein,clothing,Dresses,unisex,calvin-klein-store,5040,7200,IN STOCK,https://www.calvinklein.com/p/calvin-klein-6-classic-midi-dress,https://picsum.photos/seed/calvin-klein-6-classic-midi-dress/600/600
Calvin Klein Relaxed Blazer,calvin-klein,clothing,Jackets,women,calvin-klein-store,3150,6300,IN STOCK,https://www.calvinklein.com/p/calvin-klein-7-relaxed-blazer,https://picsum.photos/seed/calvin-klein-7-relaxed-blazer/600/600
Calvin Klein Slim Fit Shirt Dress,calvin-klein,clothing,Jeans,men,calvin-klein-store,3280,4100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-8-slim-fit-shirt-dress,https://picsum.photos/seed/calvin-klein-8-slim-fit-shirt-dress/600/600
Calvin Klein Oversized Denim Jacket,calvin-klein,clothing,Shirts,unisex,calvin-klein-store,4290,6600,IN STOCK,https://www.calvinklein.com/p/calvin-klein-9-oversized-denim-jacket,https://picsum.photos/seed/calvin-klein-9-oversized-denim-jacket/600/600
Calvin Klein Tailored Knit Sweater,calvin-klein,clothing,Sweaters,women,calvin-klein-store,4270,6100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-10-tailored-knit-sweater,https://picsum.photos/seed/calvin-klein-10-tailored-knit-sweater/600/600
Calvin Klein Classic Trench Coat,calvin-klein,clothing,Dresses,men,calvin-klein-store,1320,2200,IN STOCK,https://www.calvinklein.com/p/calvin-klein-11-classic-trench-coat,https://picsum.photos/seed/calvin-klein-11-classic-trench-coat/600/600
Calvin Klein Relaxed Midi Dress,calvin-klein,clothing,Jackets,unisex,calvin-klein-store,4615,7100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-12-relaxed-midi-dress,https://picsum.photos/seed/calvin-klein-12-relaxed-midi-dress/600/600
Calvin Klein Slim Fit Blazer,calvin-klein,clothing,Jeans,women,calvin-klein-store,1785,2100,IN STOCK,https://www.calvinklein.com/p/calvin-klein-13-slim-fit-blazer,https://picsum.photos/seed/calvin-klein-13-slim-fit-blazer/600/600
Calvin Klein Oversized Shirt Dress,calvin-klein,clothing,Shirts,men,calvin-klein-store,3250,5000,OUT OF STOCK,https://www.calvinklein.com/p/calvin-klein-14-oversized-shirt-dress,https://picsum.photos/seed/calvin-klein-14-oversized-shirt-dress/600/600
Calvin Klein Tailored Denim Jacket,calvin-klein,clothing,Sweaters,unisex,calvin-klein-store,1260,1800,IN STOCK,https://www.calvinklein.com/p/calvin-klein-15-tailored-denim-jacket,https://picsum.photos/seed/calvin-klein-15-tailored-denim-jacket/600/600
Calvin Klein Classic Knit Sweater,calvin-klein,clothing,Dresses,women,calvin-klein-store,2210,3400,IN STOCK,https://www.calvinklein.com/p/calvin-klein-16-classic-knit-sweater,https://picsum.photos/seed/calvin-klein-16-classic-knit-sweater/600/600
Calvin Klein Relaxed Trench Coat,calvin-klein,clothing,Jackets,men,calvin-klein-store,3840,4800,OUT OF STOCK,https://www.calvinklein.com/p/calvin-klein-17-relaxed-trench-coat,https://picsum.photos/seed/calvin-klein-17-relaxed-trench-coat/600/600
Calvin Klein Slim Fit Midi Dress,calvin-klein,clothing,Jeans,unisex,calvin-klein-store,3849,5500,IN STOCK,https://www.calvinklein.com/p/calvin-klein-18-slim-fit-midi-dress,https://picsum.photos/seed/calvin-klein-18-slim-fit-midi-dress/600/600
Calvin Klein Oversized Blazer,calvin-klein,clothing,Shirts,women,calvin-klein-store,850,1700,IN STOCK,https://www.calvinklein.com/p/calvin-klein-19-oversized-blazer,https://picsum.photos/seed/calvin-klein-19-oversized-blazer/600/600
Calvin Klein Tailored Shirt Dress,calvin-klein,clothing,Sweaters,men,calvin-klein-store,3840,4800,LOW STOCK,https://www.calvinklein.com/p/calvin-klein-20-tailored-shirt-dress,https://picsum.photos/seed/calvin-klein-20-tailored-shirt-dress/600/600
Ulta Hydrating Serum,ulta,beauty,Skincare,unisex,ulta,4450,8900,OUT OF STOCK,https://www.ulta.com/p/ulta-1-hydrating-serum,https://picsum.photos/seed/ulta-1-hydrating-serum/600/600
Ulta Matte Foundation,ulta,beauty,Makeup,women,ulta,2940,4200,LOW STOCK,https://www.ulta.com/p/ulta-2-matte-foundation,https://picsum.photos/seed/ulta-2-matte-foundation/600/600
Ulta Radiant Eau de Parfum,ulta,beauty,Fragrance,unisex,ulta,6020,8600,IN STOCK,https://www.ulta.com/p/ulta-3-radiant-eau-de-parfum,https://picsum.photos/seed/ulta-3-radiant-eau-de-parfum/600/600
Ulta Nourishing Shampoo,ulta,beauty,Haircare,women,ulta,1275,1700,IN STOCK,https://www.ulta.com/p/ulta-4-nourishing-shampoo,https://picsum.photos/seed/ulta-4-nourishing-shampoo/600/600
Ulta Long-Lasting Lip Kit,ulta,beauty,Skincare,unisex,ulta,1860,3100,IN STOCK,https://www.ulta.com/p/ulta-5-long-lasting-lip-kit,https://picsum.photos/seed/ulta-5-long-lasting-lip-kit/600/600
Ulta Hydrating Moisturizer,ulta,beauty,Makeup,women,ulta,5005,7700,LOW STOCK,https://www.ulta.com/p/ulta-6-hydrating-moisturizer,https://picsum.photos/seed/ulta-6-hydrating-moisturizer/600/600
Ulta Matte Serum,ulta,beauty,Fragrance,unisex,ulta,4080,6800,IN STOCK,https://www.ulta.com/p/ulta-7-matte-serum,https://picsum.photos/seed/ulta-7-matte-serum/600/600
Ulta Radiant Foundation,ulta,beauty,Haircare,women,ulta,4200,8400,IN STOCK,https://www.ulta.com/p/ulta-8-radiant-foundation,https://picsum.photos/seed/ulta-8-radiant-foundation/600/600
Ulta Nourishing Eau de Parfum,ulta,beauty,Skincare,unisex,ulta,1955,2300,LOW STOCK,https://www.ulta.com/p/ulta-9-nourishing-eau-de-parfum,https://picsum.photos/seed/ulta-9-nourishing-eau-de-parfum/600/600
Ulta Long-Lasting Shampoo,ulta,beauty,Makeup,women,ulta,3300,6600,IN STOCK,https://www.ulta.com/p/ulta-10-long-lasting-shampoo,https://picsum.photos/seed/ulta-10-long-lasting-shampoo/600/600
Ulta Hydrating Lip Kit,ulta,beauty,Fragrance,unisex,ulta,5250,7000,IN STOCK,https://www.ulta.com/p/ulta-11-hydrating-lip-kit,https://picsum.photos/seed/ulta-11-hydrating-lip-kit/600/600
Ulta Matte Moisturizer,ulta,beauty,Haircare,women,ulta,2460,4100,IN STOCK,https://www.ulta.com/p/ulta-12-matte-moisturizer,https://picsum.photos/seed/ulta-12-matte-moisturizer/600/600
Ulta Radiant Serum,ulta,beauty,Skincare,unisex,ulta,3145,3700,IN STOCK,https://www.ulta.com/p/ulta-13-radiant-serum,https://picsum.photos/seed/ulta-13-radiant-serum/600/600
Ulta Nourishing Foundation,ulta,beauty,Makeup,women,ulta,2090,3800,IN STOCK,https://www.ulta.com/p/ulta-14-nourishing-foundation,https://picsum.photos/seed/ulta-14-nourishing-foundation/600/600
Ulta Long-Lasting Eau de Parfum,ulta,beauty,Fragrance,unisex,ulta,6020,8600,IN STOCK,https://www.ulta.com/p/ulta-15-long-lasting-eau-de-parfum,https://picsum.photos/seed/ulta-15-long-lasting-eau-de-parfum/600/600
Ulta Hydrating Shampoo,ulta,beauty,Haircare,women,ulta,5460,8400,IN STOCK,https://www.ulta.com/p/ulta-16-hydrating-shampoo,https://picsum.photos/seed/ulta-16-hydrating-shampoo/600/600
Ulta Matte Lip Kit,ulta,beauty,Skincare,unisex,ulta,825,1500,IN STOCK,https://www.ulta.com/p/ulta-17-matte-lip-kit,https://picsum.photos/seed/ulta-17-matte-lip-kit/600/600
Ulta Radiant Moisturizer,ulta,beauty,Makeup,women,ulta,6480,8100,IN STOCK,https://www.ulta.com/p/ulta-18-radiant-moisturizer,https://picsum.photos/seed/ulta-18-radiant-moisturizer/600/600
Ulta Nourishing Serum,ulta,beauty,Fragrance,unisex,ulta,2925,4500,LOW STOCK,https://www.ulta.com/p/ulta-19-nourishing-serum,https://picsum.photos/seed/ulta-19-nourishing-serum/600/600
Ulta Long-Lasting Foundation,ulta,beauty,Haircare,women,ulta,2640,3300,IN STOCK,https://www.ulta.com/p/ulta-20-long-lasting-foundation,https://picsum.photos/seed/ulta-20-long-lasting-foundation/600/600
Sephora Hydrating Serum,sephora,beauty,Skincare,unisex,sephora,4160,6400,IN STOCK,https://www.sephora.com/p/sephora-1-hydrating-serum,https://picsum.photos/seed/sephora-1-hydrating-serum/600/600
Sephora Matte Foundation,sephora,beauty,Makeup,women,sephora,1540,2200,OUT OF STOCK,https://www.sephora.com/p/sephora-2-matte-foundation,https://picsum.photos/seed/sephora-2-matte-foundation/600/600
