id,slug,product_name,brand_slug,category_slug,subcategory,gender,description,colors,sizes,tags,rating,reviews,views,new_in,image_url,store_slug,price_usd,original_price_usd,availability,product_url
PI-0163,levis-levis-relaxed-chino-trousers,Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,"Levi's Levis Relaxed Chino Trousers — jackets tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,mens-clothing; jackets,4.1,51,8066,true,,levis-store,1920,2400,IN STOCK,https://www.levi.com/p/levis-7-relaxed-chino-trousers
PI-0163,levis-levis-relaxed-chino-trousers,Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,"Levi's Levis Relaxed Chino Trousers — jackets tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,mens-clothing; jackets,4.1,51,8066,true,,levis-store,1580,2872.72,IN STOCK,https://www.levi.com/p/levis-11-relaxed-chino-trousers
PI-0163,levis-levis-relaxed-chino-trousers,Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,"Levi's Levis Relaxed Chino Trousers — jackets tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,mens-clothing; jackets,4.1,51,8066,true,,levis-store,1040,1386.66,LOW STOCK,https://www.levi.com/p/levis-15-relaxed-chino-trousers
PI-0163,levis-levis-relaxed-chino-trousers,Levis Relaxed Chino Trousers,levis,mens-clothing,Jackets,men,"Levi's Levis Relaxed Chino Trousers — jackets tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,mens-clothing; jackets,4.1,51,8066,true,,levis-store,1660,2075,IN STOCK,https://www.levi.com/p/levis-19-relaxed-chino-trousers
PI-0164,levis-levis-tailored-bomber-jacket,Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,"Levi's Levis Tailored Bomber Jacket — chinos tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,mens-clothing; chinos,4.2,192,1325,false,,levis-store,850,1700,IN STOCK,https://www.levi.com/p/levis-4-tailored-bomber-jacket
PI-0164,levis-levis-tailored-bomber-jacket,Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,"Levi's Levis Tailored Bomber Jacket — chinos tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,mens-clothing; chinos,4.2,192,1325,false,,levis-store,1700,2000,IN STOCK,https://www.levi.com/p/levis-8-tailored-bomber-jacket
PI-0164,levis-levis-tailored-bomber-jacket,Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,"Levi's Levis Tailored Bomber Jacket — chinos tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,mens-clothing; chinos,4.2,192,1325,false,,levis-store,1780,3560,IN STOCK,https://www.levi.com/p/levis-12-tailored-bomber-jacket
PI-0164,levis-levis-tailored-bomber-jacket,Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,"Levi's Levis Tailored Bomber Jacket — chinos tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,mens-clothing; chinos,4.2,192,1325,false,,levis-store,1260,1482.35,LOW STOCK,https://www.levi.com/p/levis-16-tailored-bomber-jacket
PI-0164,levis-levis-tailored-bomber-jacket,Levis Tailored Bomber Jacket,levis,mens-clothing,Chinos,men,"Levi's Levis Tailored Bomber Jacket — chinos tracked across 5 stores. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,mens-clothing; chinos,4.2,192,1325,false,,levis-store,1280,1505.88,IN STOCK,https://www.levi.com/p/levis-20-tailored-bomber-jacket
PI-0185,ulta-ulta-hydrating-serum,Ulta Hydrating Serum,ulta,beauty,Skincare,unisex,"Ulta Beauty Ulta Hydrating Serum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,3.9,151,3842,false,,ulta,137,274,OUT OF STOCK,https://www.ulta.com/p/ulta-1-hydrating-serum
PI-0186,ulta-ulta-matte-foundation,Ulta Matte Foundation,ulta,beauty,Makeup,women,"Ulta Beauty Ulta Matte Foundation — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,3.6,168,7069,false,,ulta,74,105.71,LOW STOCK,https://www.ulta.com/p/ulta-2-matte-foundation
PI-0187,ulta-ulta-radiant-eau-de-parfum,Ulta Radiant Eau de Parfum,ulta,beauty,Fragrance,unisex,"Ulta Beauty Ulta Radiant Eau de Parfum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.1,187,7312,false,,ulta,144,205.71,IN STOCK,https://www.ulta.com/p/ulta-3-radiant-eau-de-parfum
PI-0188,ulta-ulta-nourishing-shampoo,Ulta Nourishing Shampoo,ulta,beauty,Haircare,women,"Ulta Beauty Ulta Nourishing Shampoo — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4,130,5295,false,,ulta,126,168,IN STOCK,https://www.ulta.com/p/ulta-4-nourishing-shampoo
PI-0189,ulta-ulta-long-lasting-lip-kit,Ulta Long-Lasting Lip Kit,ulta,beauty,Skincare,unisex,"Ulta Beauty Ulta Long-Lasting Lip Kit — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4.5,149,1062,true,,ulta,69,115,IN STOCK,https://www.ulta.com/p/ulta-5-long-lasting-lip-kit
PI-0190,ulta-ulta-hydrating-moisturizer,Ulta Hydrating Moisturizer,ulta,beauty,Makeup,women,"Ulta Beauty Ulta Hydrating Moisturizer — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,4.5,83,4712,false,,ulta,68,104.61,LOW STOCK,https://www.ulta.com/p/ulta-6-hydrating-moisturizer
PI-0191,ulta-ulta-matte-serum,Ulta Matte Serum,ulta,beauty,Fragrance,unisex,"Ulta Beauty Ulta Matte Serum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4,64,6523,false,,ulta,107,178.34,IN STOCK,https://www.ulta.com/p/ulta-7-matte-serum
PI-0192,ulta-ulta-radiant-foundation,Ulta Radiant Foundation,ulta,beauty,Haircare,women,"Ulta Beauty Ulta Radiant Foundation — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.1,121,4006,false,,ulta,134,268,IN STOCK,https://www.ulta.com/p/ulta-8-radiant-foundation
PI-0193,ulta-ulta-nourishing-eau-de-parfum,Ulta Nourishing Eau de Parfum,ulta,beauty,Skincare,unisex,"Ulta Beauty Ulta Nourishing Eau de Parfum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,3.6,102,981,false,,ulta,137,161.18,LOW STOCK,https://www.ulta.com/p/ulta-9-nourishing-eau-de-parfum
PI-0194,ulta-ulta-long-lasting-shampoo,Ulta Long-Lasting Shampoo,ulta,beauty,Makeup,women,"Ulta Beauty Ulta Long-Lasting Shampoo — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,3.7,159,1580,false,,ulta,84,168,IN STOCK,https://www.ulta.com/p/ulta-10-long-lasting-shampoo
PI-0195,ulta-ulta-hydrating-lip-kit,Ulta Hydrating Lip Kit,ulta,beauty,Fragrance,unisex,"Ulta Beauty Ulta Hydrating Lip Kit — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.6,140,6215,false,,ulta,78,104,IN STOCK,https://www.ulta.com/p/ulta-11-hydrating-lip-kit
PI-0196,ulta-ulta-matte-moisturizer,Ulta Matte Moisturizer,ulta,beauty,Haircare,women,"Ulta Beauty Ulta Matte Moisturizer — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.7,197,4742,false,,ulta,92,153.34,IN STOCK,https://www.ulta.com/p/ulta-12-matte-moisturizer
PI-0197,ulta-ulta-radiant-serum,Ulta Radiant Serum,ulta,beauty,Skincare,unisex,"Ulta Beauty Ulta Radiant Serum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4.2,178,591,false,,ulta,60,70.59,IN STOCK,https://www.ulta.com/p/ulta-13-radiant-serum
PI-0198,ulta-ulta-nourishing-foundation,Ulta Nourishing Foundation,ulta,beauty,Makeup,women,"Ulta Beauty Ulta Nourishing Foundation — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,4.3,235,7408,false,,ulta,113,205.46,IN STOCK,https://www.ulta.com/p/ulta-14-nourishing-foundation
PI-0199,ulta-ulta-long-lasting-eau-de-parfum,Ulta Long-Lasting Eau de Parfum,ulta,beauty,Fragrance,unisex,"Ulta Beauty Ulta Long-Lasting Eau de Parfum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,3.8,216,371,false,,ulta,71,101.43,IN STOCK,https://www.ulta.com/p/ulta-15-long-lasting-eau-de-parfum
PI-0200,ulta-ulta-hydrating-shampoo,Ulta Hydrating Shampoo,ulta,beauty,Haircare,women,"Ulta Beauty Ulta Hydrating Shampoo — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.3,233,3156,false,,ulta,114,175.39,IN STOCK,https://www.ulta.com/p/ulta-16-hydrating-shampoo
PI-0201,ulta-ulta-matte-lip-kit,Ulta Matte Lip Kit,ulta,beauty,Skincare,unisex,"Ulta Beauty Ulta Matte Lip Kit — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4.8,52,5151,false,,ulta,60,109.1,IN STOCK,https://www.ulta.com/p/ulta-17-matte-lip-kit
PI-0202,ulta-ulta-radiant-moisturizer,Ulta Radiant Moisturizer,ulta,beauty,Makeup,women,"Ulta Beauty Ulta Radiant Moisturizer — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,4.7,195,6450,false,,ulta,83,103.75,IN STOCK,https://www.ulta.com/p/ulta-18-radiant-moisturizer
PI-0203,ulta-ulta-nourishing-serum,Ulta Nourishing Serum,ulta,beauty,Fragrance,unisex,"Ulta Beauty Ulta Nourishing Serum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,3.8,214,7193,false,,ulta,69,106.16,LOW STOCK,https://www.ulta.com/p/ulta-19-nourishing-serum
PI-0204,ulta-ulta-long-lasting-foundation,Ulta Long-Lasting Foundation,ulta,beauty,Haircare,women,"Ulta Beauty Ulta Long-Lasting Foundation — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.9,109,4384,false,,ulta,80,100,IN STOCK,https://www.ulta.com/p/ulta-20-long-lasting-foundation
PI-0205,sephora-sephora-hydrating-serum,Sephora Hydrating Serum,sephora,beauty,Skincare,unisex,"Sephora Sephora Hydrating Serum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4,128,8029,false,,sephora,62,95.39,IN STOCK,https://www.sephora.com/p/sephora-1-hydrating-serum
PI-0206,sephora-sephora-matte-foundation,Sephora Matte Foundation,sephora,beauty,Makeup,women,"Sephora Sephora Matte Foundation — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,3.9,71,7406,false,,sephora,116,165.71,OUT OF STOCK,https://www.sephora.com/p/sephora-2-matte-foundation
PI-0207,sephora-sephora-radiant-eau-de-parfum,Sephora Radiant Eau de Parfum,sephora,beauty,Fragrance,unisex,"Sephora Sephora Radiant Eau de Parfum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.4,90,5517,false,,sephora,89,148.34,IN STOCK,https://www.sephora.com/p/sephora-3-radiant-eau-de-parfum
PI-0208,sephora-sephora-nourishing-shampoo,Sephora Nourishing Shampoo,sephora,beauty,Haircare,women,"Sephora Sephora Nourishing Shampoo — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.1,185,4388,false,,sephora,66,120,LOW STOCK,https://www.sephora.com/p/sephora-4-nourishing-shampoo
PI-0209,sephora-sephora-long-lasting-lip-kit,Sephora Long-Lasting Lip Kit,sephora,beauty,Skincare,unisex,"Sephora Sephora Long-Lasting Lip Kit — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4.6,204,5513,false,,sephora,107,194.54,LOW STOCK,https://www.sephora.com/p/sephora-5-long-lasting-lip-kit
PI-0210,sephora-sephora-hydrating-moisturizer,Sephora Hydrating Moisturizer,sephora,beauty,Makeup,women,"Sephora Sephora Hydrating Moisturizer — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,3.8,102,4509,false,,sephora,103,147.14,IN STOCK,https://www.sephora.com/p/sephora-6-hydrating-moisturizer
PI-0211,sephora-sephora-matte-serum,Sephora Matte Serum,sephora,beauty,Fragrance,unisex,"Sephora Sephora Matte Serum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.3,121,3218,false,,sephora,81,147.28,IN STOCK,https://www.sephora.com/p/sephora-7-matte-serum
PI-0212,sephora-sephora-radiant-foundation,Sephora Radiant Foundation,sephora,beauty,Haircare,women,"Sephora Sephora Radiant Foundation — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.2,64,3533,false,,sephora,117,156,IN STOCK,https://www.sephora.com/p/sephora-8-radiant-foundation
PI-0213,sephora-sephora-nourishing-eau-de-parfum,Sephora Nourishing Eau de Parfum,sephora,beauty,Skincare,unisex,"Sephora Sephora Nourishing Eau de Parfum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,4.7,83,5936,true,,sephora,84,168,IN STOCK,https://www.sephora.com/p/sephora-9-nourishing-eau-de-parfum
PI-0214,sephora-sephora-long-lasting-shampoo,Sephora Long-Lasting Shampoo,sephora,beauty,Makeup,women,"Sephora Sephora Long-Lasting Shampoo — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,4.4,178,7815,false,,sephora,80,106.66,IN STOCK,https://www.sephora.com/p/sephora-10-long-lasting-shampoo
PI-0215,sephora-sephora-hydrating-lip-kit,Sephora Hydrating Lip Kit,sephora,beauty,Fragrance,unisex,"Sephora Sephora Hydrating Lip Kit — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.9,197,3342,true,,sephora,89,148.34,IN STOCK,https://www.sephora.com/p/sephora-11-hydrating-lip-kit
PI-0216,sephora-sephora-matte-moisturizer,Sephora Matte Moisturizer,sephora,beauty,Haircare,women,"Sephora Sephora Matte Moisturizer — haircare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; haircare,4.8,140,2479,false,,sephora,68,104.61,IN STOCK,https://www.sephora.com/p/sephora-12-matte-moisturizer
PI-0217,sephora-sephora-radiant-serum,Sephora Radiant Serum,sephora,beauty,Skincare,unisex,"Sephora Sephora Radiant Serum — skincare tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; skincare,3.9,159,2692,false,,sephora,138,212.31,IN STOCK,https://www.sephora.com/p/sephora-13-radiant-serum
PI-0218,sephora-sephora-nourishing-foundation,Sephora Nourishing Foundation,sephora,beauty,Makeup,women,"Sephora Sephora Nourishing Foundation — makeup tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; makeup,4,150,5573,false,,sephora,75,136.36,IN STOCK,https://www.sephora.com/p/sephora-14-nourishing-foundation
PI-0219,sephora-sephora-long-lasting-eau-de-parfum,Sephora Long-Lasting Eau de Parfum,sephora,beauty,Fragrance,unisex,"Sephora Sephora Long-Lasting Eau de Parfum — fragrance tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,beauty; fragrance,4.5,169,6586,false,,sephora,63,84,IN STOCK,https://www.sephora.com/p/sephora-15-long-lasting-eau-de-parfum
